id;name;area_id;area_name;salary_from;salary_to;salary_currency;url;employer_id;employer_name;snippet_requirement;snippet_responsibility;schedule_id;schedule_name;experience_id;experience_name
107334578;QA Инженер;2;Санкт-Петербург;114500;;RUR;https://api.hh.ru/vacancies/107334578?host=hh.ru;1480667;Тагес Джамп;Опыт работы с docker, k8s. Базовые знание <highlighttext>SQL</highlighttext>. Опыт создания автотестов. Опыт работы с реляционными и нереляционными БД. ;Работа в продуктовой команде. Проведение функционального и регрессионного тестирования веб-версии и мобильного приложения. Тестирование REST API. Создание и поддержка...;fullDay;Полный день;between1And3;От 1 года до 3 лет
107335952;Менеджер по работе с клиентами на английком языке;1;Москва;200000;;RUR;https://api.hh.ru/vacancies/107335952?host=hh.ru;10948691;Индгроз Сервис;Знание английского <highlighttext>языка</highlighttext> на уровне <highlighttext>C</highlighttext>1. Испанский, французскиий, немецкий <highlighttext>языки</highlighttext> будут Вашим приемуществум. Хорошие коммуникативные навыки. Опыт работы в...;Общение с клиентам в формате B2<highlighttext>C</highlighttext>. Выявление и закрытие потребностей клиента. Сопровождение от звонка до создания личного кабинета...;fullDay;Полный день;noExperience;Нет опыта
107343739;Младший системный аналитик;1;Москва;70000;;RUR;https://api.hh.ru/vacancies/107343739?host=hh.ru;1501075;ДСК-Столица;Умение работать с инструментами моделирования (UML, BPMN). - Знание основ баз данных и <highlighttext>SQL</highlighttext>. - Понимание принципов работы бизнес-процессов. ;1. Сбор и анализ требований: - Участие в сборе требований от пользователей. - Помощь в формулировании и документировании бизнес-требований. - ;fullDay;Полный день;between1And3;От 1 года до 3 лет
107353762;Консультант-администратор в ателье;1;Москва;70000;145000;RUR;https://api.hh.ru/vacancies/107353762?host=hh.ru;883367;ателье ОРЛИКОВ;Вы умеете самостоятельно планировать свои задачи и определять приоритеты. Вы легко находите общий <highlighttext>язык</highlighttext> с оргтехникой. Вы уже работали с...;Консультировать заказчиков по услугам ателье и химчистки. Принимать заказы в специализированной программе. Проводить промежуточные примерки. Производить расчет стоимости заказа и...;shift;Сменный график;noExperience;Нет опыта
107395830;Java-разработчик;1;Москва;150000;200000;RUR;https://api.hh.ru/vacancies/107395830?host=hh.ru;10842295;Снэп АйТи;Понимание принципов OOP, SOLID. Хорошее знание <highlighttext>Java</highlighttext> Core 11+. Знание <highlighttext>Java</highlighttext> Collections, Streams, Multithreading. Знание <highlighttext>SQL</highlighttext>. Знание принципов работы...;Подготавливать экспресс-оценки (трудозатрат / сроков) в части разработки. Разрабатывать микросервисы на <highlighttext>Java</highlighttext> и запускать их в облаке. Использовать Logstash, Kafka...;fullDay;Полный день;between1And3;От 1 года до 3 лет
107397085;Системный инженер;88;Казань;80000;;RUR;https://api.hh.ru/vacancies/107397085?host=hh.ru;1554158;ПромоДата;Мы хотели бы видеть в кандидате: Уверенного пользователя Linux. Работа с распространенными инструментами Linux, умение читать man, пользоваться — help, анализ...;Установка пакетов и диагностика работы systemd. Обновление системных и пользовательских библиотек <highlighttext>python</highlighttext> (pip, pipenv). Написание bash-скриптов. Работа с Ansible...;remote;Удаленная работа;between1And3;От 1 года до 3 лет
107444001;Тестировщик / QA Engineer;24;Волгоград;100000;;RUR;https://api.hh.ru/vacancies/107444001?host=hh.ru;4536063;101Hotels.com;Знание теории тестирования, видов тестирования. Технический английский (чтение). Знание принципов ручного тестирования.;Выполнение ручного функционального тестирования веб-сайтов, веб-сервисов и мобильных приложений. Разработка новых и актуализация старых тест-кейсов. ;fullDay;Полный день;noExperience;Нет опыта
107457660;Старший тестировщик ПО;107;Чебоксары;160000;;RUR;https://api.hh.ru/vacancies/107457660?host=hh.ru;100424;РОСЭЛТОРГ;Опыт написания автотестов на Java+Selenium+Junit4/5. Знания <highlighttext>SQL</highlighttext>, понимание ХML, XSLT. Ну и конечно, не забываем про софты: умение...;Воспроизводить пользовательские сценарии с описанием результата. Автоматизировать тест-кейсы на <highlighttext>Java</highlighttext> с использованием Selenium + Junit4/5. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
107503050;Официант;95;Тюмень;55000;70000;RUR;https://api.hh.ru/vacancies/107503050?host=hh.ru;11440844;1586;Опыт работы в сфере обслуживания общественного питания. Высокий уровень коммуникаций, а также эмпатия и любовь к людям. Отличное знание всех...;Поддержание эффективной коммуникации между подразделениями Кухня и Бар - контроль <highlighttext>Go</highlighttext>/Stop лист /время приготовления/внешний вид блюда или напитка. ;shift;Сменный график;noExperience;Нет опыта
107634517;C# developer junior / middle (.net, full-stack / back-end);1;Москва;100000;300000;RUR;https://api.hh.ru/vacancies/107634517?host=hh.ru;205152;Mindbox;Опыт веб разработки с помощью <highlighttext>C#</highlighttext> и <highlighttext>SQL</highlighttext> в production. Чистый код, шаблоны архитектуры.;Net8 и k8s везде. Монолит — не легаси, поддерживаем на актуальном стеке и активно развиваем, на данный момент...;fullDay;Полный день;between1And3;От 1 года до 3 лет
107649514;Разработчик БПЛА;1;Москва;200000;;RUR;https://api.hh.ru/vacancies/107649514?host=hh.ru;4112759;Лаборатория Наносемантика;Базовое понимание динамики полёта БПЛА. Pandas, многопоточность (Multithreading/Multiprocessing). Знание <highlighttext>C</highlighttext>/<highlighttext>C++</highlighttext>. Знание работы протокола MAVLINK. Опыт работы с ПО...;Разработкой ПО для управления БПЛА на базе Ardupilot. Разработкой систем компьютерного зрения на основе нейросетей. Прошивкой и тестированием прошивок Ardupilot. ;flexible;Гибкий график;between3And6;От 3 до 6 лет
107777551;Junior разработчик C#;1;Москва;60000;120000;RUR;https://api.hh.ru/vacancies/107777551?host=hh.ru;219661;АРМО, ГК;Умение работать с системой контроля версий Git. - Английский <highlighttext>язык</highlighttext> на уровне чтения технической документации. Будет плюсом: - Знание Jira и опыт...;Разработка программного обеспечения на платформе .NET Framework с использованием WinForms. - Реализация бизнес-логики приложений, работа с базами данных. - ;fullDay;Полный день;noExperience;Нет опыта
107782498;Программист;95;Тюмень;65000;65000;RUR;https://api.hh.ru/vacancies/107782498?host=hh.ru;980814;Фармация;Аналитический склад ума, инициативность, исполнительность, ответственность. Знание основы работы с реляционными базами данных (Oracle,<highlighttext>SQL</highlighttext>, PostgreSQL, MySQL и т. д.).;Разработка бизнес-логики на <highlighttext>SQL</highlighttext>/PLSQL в СУБД Oracle. Разрабатывать логику на стороне СУБД. Реализовывать код по поставленным задачам, вносить...;fullDay;Полный день;noExperience;Нет опыта
107838656;Системный администратор;3;Екатеринбург;80000;;RUR;https://api.hh.ru/vacancies/107838656?host=hh.ru;71025;Маркер Игрушка;Опыт настройки и администрирования 1С УТ. Windows Server, MS <highlighttext>SQL</highlighttext> Server, Kerio, hyper-V, Vmware. Знание сетевого оборудования и...;Установка и настройка, обслуживание esxi, hyper-v. Администрирование СУБД на базе MS <highlighttext>SQL</highlighttext> Server. Установка и настройка коммутационного оборудования (mikrotik). ;fullDay;Полный день;between3And6;От 3 до 6 лет
107901734;Тестировщик ПО (ручное тестирование);4;Новосибирск;70000;90000;RUR;https://api.hh.ru/vacancies/107901734?host=hh.ru;2631599;IQsоft;Общий опыт ручного тестирования web приложений от полугода. Базовые знания <highlighttext>SQL</highlighttext>. Понимание работы API, концепции REST. Базовое понимание HTTP протокола. ;Разработка и актуализация тест кейсов. Подготовка тестовых данных. Выполнение функционального, приемочного, регрессионного тестирования. Работа с Jira (как баг трекером), постановка...;fullDay;Полный день;between1And3;От 1 года до 3 лет
107989257;Разработчик краулера на Python;54;Красноярск;;150000;RUR;https://api.hh.ru/vacancies/107989257?host=hh.ru;3491355;Ценалом;Уверенный пользователь Git (GitLab). Умение и желание обучаться и привносить новые идеи. Умение работать в команде.;Непосредственная работа по созданию системы мониторинга. Оптимизация производительности. Тестирование и отладка кода. Документирование, а также поиск и внедрение новых технологий...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108010454;Контент-менеджер;1;Москва;;110000;RUR;https://api.hh.ru/vacancies/108010454?host=hh.ru;2855480;Гектар Групп;Отличное владение русским <highlighttext>языком</highlighttext>, навыки редактуры. Опыт работы с CMS (1<highlighttext>C</highlighttext>-Битрикс, Tilda, Wordpress). Владение графическими редакторами (Figma, Adobe...;Создание и управление контентом - статьи, блоги, пресс-релизы, посты для соц. сетей, визуальный контент. Администрирование сайта - тексты, графика, видео, аудио...;fullDay;Полный день;between3And6;От 3 до 6 лет
108047345;Инженер технической поддержки;66;Нижний Новгород;68000;93000;RUR;https://api.hh.ru/vacancies/108047345?host=hh.ru;654771;Sigur;;;fullDay;Полный день;noExperience;Нет опыта
108162103;Специалист;1;Москва;;250000;RUR;https://api.hh.ru/vacancies/108162103?host=hh.ru;235170;Московский машиностроительный завод АВАНГАРД;...государственных и коммерческих заказчиков. Требования: Высшее образование. Опыт работы от 3-х лет. Знание архитектуры системы Парус, Oracle PL\ <highlighttext>SQL</highlighttext>.;"Разработка и сопровождение ПП """"Парус -8"""" Бухгалтерский учёт. Разработка проектных документов (ФТ, ТЗ, ТМ, ЧТЗ). Настройка информационной системы и разработка...";fullDay;Полный день;between3And6;От 3 до 6 лет
108245382;"Специалист по информационным системам группы """"Экономика и финансы""""";107;Чебоксары;80000;80000;RUR;https://api.hh.ru/vacancies/108245382?host=hh.ru;73835;ЭЛАРА;...в области IT или бухгалтерского учета, опыт работы в офисных программах, знание баз данных (написание <highlighttext>SQL</highlighttext> запросов, построение бизнес-процессов).;"Обязанности: разработка инструкций и методических материалов по работе с программными средствами; осуществление постановки задач реализации бизнес-процессов.";fullDay;Полный день;between1And3;От 1 года до 3 лет
108250658;Frontend-разработчик;95;Тюмень;80000;;RUR;https://api.hh.ru/vacancies/108250658?host=hh.ru;994403;BANKON24;Стек технологий: Vue 3 (quasar framework). Tailwind CSS. Владение Vue.js. Знание Git. Опыт от 1 года.;Примерный стек задач: Верстка страниц по макетам из фигмы. Взаимодействие с бэкенд сервером средствами api. Работа с тестировщиком. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
108271320;Системный аналитик;112;Ярославль;172500;;RUR;https://api.hh.ru/vacancies/108271320?host=hh.ru;1422495;DIKIDI;Умение декомпозировать задачи, определять зависимости. Знание <highlighttext>языков</highlighttext> моделирования/описания процессов (BPMN, UML, IDEF). Владение английским <highlighttext>языком</highlighttext> на уровне, достаточном для...;Изменения в архитектуре БД. API запросы, взаимодействие фронта и мобильных приложений с бэком через API-запросы. Логика работы с данными. ;remote;Удаленная работа;between1And3;От 1 года до 3 лет
108276596;Системный администратор;14;Архангельск;100000;;RUR;https://api.hh.ru/vacancies/108276596?host=hh.ru;3741419;АГД ДАЙМОНДС;Знание всей линейки ОС Windows. Основы администрирования ОС Linux. Знания систем виртуализации на базе VMWare. Знания систем резервного копирования VEEAM. ;Написание скриптов PowerShell, а так же других скриптовых <highlighttext>языков</highlighttext>. Знание работы и администрирования <highlighttext>SQL</highlighttext>. Работа с документами. Преимуществом для кандидата...;fullDay;Полный день;between3And6;От 3 до 6 лет
108281674;Начинающий веб-разработчик;3;Екатеринбург;50000;;RUR;https://api.hh.ru/vacancies/108281674?host=hh.ru;5397676;Артена;Опыт работы с 1С-Битрикс и другими CMS. Знание <highlighttext>JavaScript</highlighttext> + jQuery, <highlighttext>PHP</highlighttext>, MySQL. Опыт WEB-разработки. ;Участие в разработке сайтов. Правка и модернизация действующих сайтов. Администрирование сайтов (работа с CMS), тестирование, наполнение сайтов контентом.;fullDay;Полный день;noExperience;Нет опыта
108320362;Frontend разработчик;25;Вологда;80000;100000;RUR;https://api.hh.ru/vacancies/108320362?host=hh.ru;3336668;БУ ВО ЭЛЕКТРОННЫЙ РЕГИОН;Опыт работы с HTML5, CSS3, <highlighttext>JavaScript</highlighttext>, jQuerry. Понимание принципов frontend разработки. Опыт работы с Git. Опыт работы с...;Независимая разработка и оптимизация функционала с использованием <highlighttext>JavaScript</highlighttext>, HTML5, CSS3. Реализация UI/UX решений, взаимодействующих с backend. ;remote;Удаленная работа;between1And3;От 1 года до 3 лет
108345672;Web-разработчик / Backend программист Python;43;Калуга;150000;200000;RUR;https://api.hh.ru/vacancies/108345672?host=hh.ru;1135483;ORBIS;Профессиональное (уровень Senior) владение <highlighttext>Python</highlighttext>. Опыт web-разработки на <highlighttext>Python</highlighttext>. Опыт проектирования БД и применение ORM. Опыт работы с Linux...;1. Развивать геоинформационную платформу для визуализации, хранения и управления пространственными данными в сети Интернет - ORBISmap, в основе которой лежат: Docker...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108356916;Аналитик;2;Санкт-Петербург;46000;;RUR;https://api.hh.ru/vacancies/108356916?host=hh.ru;1978;Группа компаний ТЕЛРОС;Умение работать с БД на уровне простейших <highlighttext>SQL</highlighttext> запросов или в графической среде (например Pgadmin). Общее понимание устройства информационных проектов...;Сбор информации, анализ предметной области. Описание бизнес-процессов Заказчика. Участие в регулярном интервьюировании Заказчика в рамках доработки, сбора требований, усовершенствования...;fullDay;Полный день;noExperience;Нет опыта
108400557;Системный аналитик;99;Уфа;150000;150000;RUR;https://api.hh.ru/vacancies/108400557?host=hh.ru;112324;Ростелеком Башкортостан;"Работа с реляционными СУБД, знание <highlighttext>SQL</highlighttext> для работы с данными; умение читать код (<highlighttext>языки</highlighttext> <highlighttext>C</highlighttext>, Bash, Perl, <highlighttext>Python</highlighttext>). ";Сбор и анализ бизнес-требований и функциональных требований. Составление и описание User Story. Проработка предметной области требований, разрабатываемой функциональности ПО. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
108414692;FPGA программист;1;Москва;280000;400000;RUR;https://api.hh.ru/vacancies/108414692?host=hh.ru;1513535;Бринго;Опыт разработки функциональных моделей, а также моделей реализации в Matlab или <highlighttext>Python</highlighttext>, или <highlighttext>C</highlighttext>/<highlighttext>C++</highlighttext>. Опыт аппаратной отладки, и работы...;Разработка на <highlighttext>языках</highlighttext> Verilog блоков цифровой обработки сигналов, внешних интерфейсов ПЛИС. Разработка функциональных моделей, моделей реализации, тестовых сценариев для автоматизированной...;fullDay;Полный день;moreThan6;Более 6 лет
108435673;Программист С# Junior;54;Красноярск;100000;120000;RUR;https://api.hh.ru/vacancies/108435673?host=hh.ru;1090122;Гармония Здоровья;Знания <highlighttext>C#</highlighttext> WPF, MVVM, WebAPI, Entity и ASP Core. Знания написания запросов к MS <highlighttext>SQL</highlighttext>, PostgreSQL. Знания Git. ;Разработка ключевых проектов компании, входящей в ТОП 30 аптечных сетей РФ.;remote;Удаленная работа;noExperience;Нет опыта
108460244;QA-инженер;2;Санкт-Петербург;120000;200000;RUR;https://api.hh.ru/vacancies/108460244?host=hh.ru;5179890;Enjoypro;Опыт работы с высоконагруженными системами. Опыт проведения нагрузочного тестирования. Опыт написания автотестов <highlighttext>Python</highlighttext>\<highlighttext>C#</highlighttext>\<highlighttext>Java</highlighttext> web-интерфейса (selenium + selenide).;Поиск дефектов в функционировании, логике работы, документации ПО и контроль их исправления. Разработка тестовых сценариев, тест-кейсов и чеклистов. ;remote;Удаленная работа;between3And6;От 3 до 6 лет
108463287;Аналитик данных;1;Москва;220000;;RUR;https://api.hh.ru/vacancies/108463287?host=hh.ru;3744247;Российское общество Знание;Релевантный опыт работы от 2 лет. Уверенное владение <highlighttext>SQL</highlighttext>, понимание особенностей строчных и колоночных баз данных. Знание <highlighttext>Python</highlighttext> на уровне...;Проектировать новые метрики для продуктов и проектов. Создавать и поддерживать аналитическую отчетность (выгрузки и дашборды). Формулировать и проверять гипотезы на...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108471357;Менеджер по управлению товарными запасами;1;Москва;170000;170000;RUR;https://api.hh.ru/vacancies/108471357?host=hh.ru;879615;Савушкин продукт;Продвинутый пользователь MS Excel, Power Query и Power Pivot, <highlighttext>SQL</highlighttext>. Владение PowerPoint(подготовка презентаций по результатам работы отдела). ;Планирование закупок готовой продукции до точки доставки. Анализ планов продаж до точки доставки. Анализ первичных и вторичных продаж в разрезе...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108475968;Ведущий инженер-сметчик проектного отдела;2;Санкт-Петербург;;180000;RUR;https://api.hh.ru/vacancies/108475968?host=hh.ru;33614;ПЕНОПЛЭКС;Умеет работать в команде. Готов брать на себя ответственность и работать с большим объемом информации. Знание английского <highlighttext>языка</highlighttext> будет преимуществом.;Разработка сметной документации на основные и дополнительные работы общестроительные, монтажные работы с применением материалов компании ПЕНОПЛЭКС. Осуществление проверки сметной документации...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108478373;Официант в ресторан LUWO (метро Арбатская/Охотный ряд);1;Москва;150000;;RUR;https://api.hh.ru/vacancies/108478373?host=hh.ru;604129;Ресторан LUWO;Рассмотрим без опыта, всему обучим. Любовь к своему делу. Дружелюбие и позитивное отношение. Высокий уровень сервиса и стремление развиваться в...;Контроль чистоты зала, сервировка столов. Работа с <highlighttext>go</highlighttext>-листом ресторана. Активные продажи, работа с наполняемостью чека. Поддержание атмосферы гостеприимства и...;shift;Сменный график;noExperience;Нет опыта
108506904;Системный администратор;1;Москва;140000;;RUR;https://api.hh.ru/vacancies/108506904?host=hh.ru;3307808;Таврида Электрик;Будет плюсом: базовые навыки администрирования серверов 1С и баз данных (<highlighttext>SQL</highlighttext>). Будет плюсом: опыт установки и настройки оборудования: серверы...;Администрирование (установка, настройка, контроль работоспособности, устранение проблем и решение инцидентов, управление доступом функционалом в рамках ИТ-запросов) общесистемных сервисов (AD...;fullDay;Полный день;between3And6;От 3 до 6 лет
108507114;Frontend-разработчик (middle);4;Новосибирск;150000;;RUR;https://api.hh.ru/vacancies/108507114?host=hh.ru;1570833;Вектор-Бест;Уверенное знание <highlighttext>Javascript</highlighttext>/<highlighttext>TypeScript</highlighttext>. HTML+CSS - адаптивная верстка, флексбоксы, владение сетками. Опыт работы с системой контроля версии Git. Практический опыт и...;Развивать и поддерживать работоспособность информационных систем предприятия. Работа в направлении модификации процессов и методологий разработки. Консультировать сотрудников по вопросам, связанным...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108519127;Java-разработчик;1;Москва;130000;130000;RUR;https://api.hh.ru/vacancies/108519127?host=hh.ru;1435226;ГУП Мосгортранс;Уверенный пользователь Intellij Idea, GitLab, Jira, Confluence. Опыт работы со следующим технологическим стэком: <highlighttext>Java</highlighttext>, Spring Boot, Gradle, gRPC, Kafka/Schema...;Участие в разработке нового функционала. Улучшение и оптимизация существующего кода, исправление ошибок, покрывание кода тестами.;fullDay;Полный день;between1And3;От 1 года до 3 лет
108603176;Специалист отдела технической поддержки;26;Воронеж;55000;;RUR;https://api.hh.ru/vacancies/108603176?host=hh.ru;5802984;Би Ай Решения;Навыки работы с <highlighttext>SQL</highlighttext>: умение писать <highlighttext>SQL</highlighttext>-запросы. Коммуникация: грамотная устная и письменная речь, способность четко излагать свои мысли. ;Принимать и обрабатывать входящие обращения через систему HelpDesk (письменно и устно, на русском <highlighttext>языке</highlighttext>). Общение осуществляется через почтовый сервис, возможны...;remote;Удаленная работа;noExperience;Нет опыта
108607271;Тестировщик (в IT-компанию);88;Казань;80000;;RUR;https://api.hh.ru/vacancies/108607271?host=hh.ru;4841198;Enot.io;Опыт разработки заглушек/эмуляторов с помощью утилит/<highlighttext>языков</highlighttext> программирования. Навыки работы с БД. Опыт работы с <highlighttext>Python</highlighttext>, Selenium, Appium.;Анализ функционала на наличие слабых мест, выявление дефектов и контроль их исправления. Ручное тестирование мобильных, веб и desktop приложений. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
108607788;QA-engineer / Тестировщик программного обеспечения;2;Санкт-Петербург;50000;;RUR;https://api.hh.ru/vacancies/108607788?host=hh.ru;143439;НИИАС;Базовое знание <highlighttext>Python</highlighttext>, Git, Linux. Понимание методологии тестирования: функциональное, интеграционное, нагрузочное. Желание развиваться в области автоматизированного тестирования. Владение английским <highlighttext>языком</highlighttext>...;Разработка тест-кейсов и чек-листов. Анализ результатов по итогам тестирования. Составление баг-репортов на основе анализов тестирования. ;fullDay;Полный день;noExperience;Нет опыта
108621020;Младший системный аналитик;1;Москва;90000;130000;RUR;https://api.hh.ru/vacancies/108621020?host=hh.ru;11360717;Альянс;У вас аналитический склад ума. Базовые знания <highlighttext>SQL</highlighttext> и готовность развивать технические навыки. Знание Atlassian Confluence и Jira будет плюсом.;Разработка проектной документации. Тестирование разработанного функционала. Разработка схем бизнес-процессов. Работа с базой данных (<highlighttext>SQL</highlighttext>-запросы). Поддержка и обновление проектной...;fullDay;Полный день;noExperience;Нет опыта
108621432;Бизнес-аналитик (Junior);1;Москва;90000;130000;RUR;https://api.hh.ru/vacancies/108621432?host=hh.ru;11360717;Альянс;Внимательность к деталям. Умение работать в команде. Базовые знания моделирования бизнес-процессов. Аналитический склад ума. Навыки работать с Atlassian Confluence...;Сбор и анализ бизнес-требований. Анализ существующих процессов. Разработка схем бизнес-процессов. Работа с командой разработки, постановка задач. ;fullDay;Полный день;noExperience;Нет опыта
108637623;Frontend-разработчик;1;Москва;;150000;RUR;https://api.hh.ru/vacancies/108637623?host=hh.ru;11282140;RecruitTech;Коммерческий опыт от 1 года. Крепкие знания native <highlighttext>JavaScript</highlighttext>, HTML5, CSS3, LESS, <highlighttext>TypeScript</highlighttext>. Хорошее понимание REACT, Redux, Zustand...;Разработка и поддержка продуктов компании и внутренних систем. Проектирование масштабируемой и отказоустойчивой архитектуры клиентской логики. Проведение код-ревью. ;fullDay;Полный день;between1And3;От 1 года до 3 лет
108637875;Разработчик .net / С#;1;Москва;;500000;RUR;https://api.hh.ru/vacancies/108637875?host=hh.ru;10767268;КАТЮША ПРИНТ;Отличное знание <highlighttext>C#</highlighttext>. Опыт коммерческой разработки не менее 3-х лет. Опыт разработки Web Api (RESTful, применение IoC контейнеров в...;Стек технологий: <highlighttext>C#</highlighttext>, .Net Core, EF Core, REST API, Swagger (API), MS <highlighttext>SQL</highlighttext>, PostgreSQL, RabbitMQ. Проектирование и разработка нового функционала. ;fullDay;Полный день;between3And6;От 3 до 6 лет
108644541;ML Engineer;22;Владивосток;102000;178000;RUR;https://api.hh.ru/vacancies/108644541?host=hh.ru;9311920;DNS Технологии;Имеешь опыт работы с одним из <highlighttext>языков</highlighttext> (<highlighttext>Python</highlighttext>, <highlighttext>Rust</highlighttext>, <highlighttext>C++</highlighttext>). Имеешь хорошее представление о <highlighttext>Python</highlighttext> экосистеме. Специализация в Computer Vision. ;Подготовка и разметка данных для обучения моделей, коммуникация с командой разметки. Приложения CV для подсчета очередей, контроля выкладки и перемещения...;fullDay;Полный день;noExperience;Нет опыта
108647366;Начинающий инженер-программист;99;Уфа;45000;;RUR;https://api.hh.ru/vacancies/108647366?host=hh.ru;1440117;ГК БИТ;Высшее техническое (профильное) образование. Умение пользоваться проектной и конструкторской документацией.;Участвовать в разработке программного обеспечения. Выполнять работу по подготовке программ к отладке и проводить отладку. Изучать причины отказов и нарушений...;fullDay;Полный день;noExperience;Нет опыта
108650295;Технический директор/CTO;2;Санкт-Петербург;600000;;RUR;https://api.hh.ru/vacancies/108650295?host=hh.ru;723714;ZennoLab;Экспертные знания большинства технологий, релевантных стеку компании (<highlighttext>C#</highlighttext>, .NET 8, React <highlighttext>JS</highlighttext>, <highlighttext>С++</highlighttext>, gRPC, PostgreSQL, MongoDB, Redis, EF Core, Docker...;Поддержка IT инфраструктуры с точки зрения стабильности, масштабируемости, безопасности. Эффективное управление технической стороной проектов для достижения целей бизнеса (сроки, качество...;fullDay;Полный день;moreThan6;Более 6 лет
108661905;Бэкенд-разработчик (C# .NET 8) middle;1;Москва;180000;;RUR;https://api.hh.ru/vacancies/108661905?host=hh.ru;819356;A SWISS GROUP;Продвинутое знание фреймворка ASP.NET Core. Знание <highlighttext>SQL</highlighttext> не ниже среднего уровня. Опыт работы с Microsoft <highlighttext>SQL</highlighttext> Server. Опыт работы с...;Разработка серверного кода и написание к нему интеграционных тестов. Рефакторинг и ревью кода. Исправление багов. Участие в контроле качества кода...;remote;Удаленная работа;between3And6;От 3 до 6 лет
108670292;Системный инженер / системный администратор;3;Екатеринбург;130000;230000;RUR;https://api.hh.ru/vacancies/108670292?host=hh.ru;3542906;SpectrumData;Опыт системного администрирования ОС семейства Linux. Понимание принципов работы ЛВС (ISO OSI, Ethernet, TCP/IP, базовые сетевые протоколы). ;Решать эксплуатационные задачи на всём стеке нашей производственной ИТ-инфраструктуры, построенной на Bare Metal. Обеспечивать бесперебойную работу инфраструктуры и выполняющихся...;fullDay;Полный день;between1And3;От 1 года до 3 лет
108678203;Разработчик C++;1;Москва;100000;180000;RUR;https://api.hh.ru/vacancies/108678203?host=hh.ru;8327;TrueConf;Опыт коммерческой разработки на <highlighttext>С++</highlighttext> от 6 месяцев. Хорошее знание <highlighttext>С++</highlighttext>, STL, понимание принципов ООП. Умение работать с системой контроля...;Исследования в области обработки и передачи мультимедиа данных с целью внедрения наработок в клиентские и серверные продукты. Разработка новой функциональности...;fullDay;Полный день;noExperience;Нет опыта
108686725;QA-специалист / тестировщик;76;Ростов-на-Дону;50000;;RUR;https://api.hh.ru/vacancies/108686725?host=hh.ru;1238379;Айрон Вотер Студио;Базовое понимание тестирования, навыки составления тест-кейсов и анализа ошибок. Внимание к деталям, ответственность и умение работать в команде. ;Инструменты для тестирования: Swagger, Postman, Proxyman/Charles, <highlighttext>SQL</highlighttext>. Управление проектами и версиями: Git, Figma, Jira, Redmine, Test IT. ;fullDay;Полный день;noExperience;Нет опыта
108725799;Оператор складского учета;1;Москва;120000;120000;RUR;https://api.hh.ru/vacancies/108725799?host=hh.ru;9315906;Grand trade;Опыт работы в 1С. Опыт работы в logos. Владение Excel на уровне продвинутого пользователя. Знание складского документооборота. ;Ведение учета поступлений, отгрузок, перемещений и сборок/разборок товара в системе 1С по всем складским операциям на складах оказания...;shift;Сменный график;between1And3;От 1 года до 3 лет
108738020;Frontend-разработчик;1;Москва;200000;;RUR;https://api.hh.ru/vacancies/108738020?host=hh.ru;142514;Рамакс Интернейшнл;Опыт разработки сложных приложений с использованием Vue.js. Уверенное знание современного <highlighttext>JavaScript</highlighttext>/<highlighttext>TypeScript</highlighttext>. Владение HTML, CSS, DOM, API браузеров. ;Разработка и поддержка проектов SPA на <highlighttext>TypeScript</highlighttext> и Vue.js: классические приложения с обширной пользовательской функциональностью и возможностью кастомизации без разработки. ;remote;Удаленная работа;between3And6;От 3 до 6 лет
108747674;Оператор станков с ЧПУ (с обучением);1;Москва;70000;135000;RUR;https://api.hh.ru/vacancies/108747674?host=hh.ru;2284498;Смарт Оптикс;Техническое мышление, умение работать и головой, и руками. Опытный пользователь ПК. Английский <highlighttext>язык</highlighttext>: умение читать и понимать техническую документацию, будет...;Изготовление контактных линз с использованием высокотехнологичного прецизионного оборудования (механическая обработка на станках ЧПУ). Подготовка, калибровка, выполнение производственных этапов согласно установленным...;shift;Сменный график;between1And3;От 1 года до 3 лет
108780215;Программист Python;3;Екатеринбург;80000;;RUR;https://api.hh.ru/vacancies/108780215?host=hh.ru;2126550;Информационные системы;Опыт разработки на <highlighttext>python</highlighttext> 3. Опыт многопоточного программирования на <highlighttext>python</highlighttext> 3. Знание основ <highlighttext>SQL</highlighttext>. Знание протоколов TCP/IP, HTTP/HTTPS. ;Разработка системы Дистанционного Банковского Обслуживания.;fullDay;Полный день;between1And3;От 1 года до 3 лет
108795479;Front-end Developer (Офис);1;Москва;150000;;RUR;https://api.hh.ru/vacancies/108795479?host=hh.ru;65;Московский аэропорт Домодедово;Имеете опыт работы с библиотеками React, jQuery. Имеете знания <highlighttext>языка</highlighttext> <highlighttext>JavaScript</highlighttext>. У вас высокие аналитические способности, развита креативность. ;Разработкой новых разделов, доработкой и сопровождение разработанных разделов. Версткой сайта по макетам из Figma. Участием в проектах развития корпоративного интранет...;fullDay;Полный день;between1And3;От 1 года до 3 лет
